,country,state,lat,lon
1090,Philippines,Cagayan Valley,17.6739801,121.88474059349979
1091,Colombia,Caldas,5.29270885,-75.33510465833348
1092,"Venezuela, Bolivarian Republic of",Táchira,-19.6023413,-65.9003428
1093,United States,Machakos,-1.27900465,37.39526976452546
1094,Ukraine,Kirovohrad Oblast,48.3725226,31.7834817
1095,"Moldova, Republic of",Bender Municipality,46.8207414,29.449858949436944
1096,Albania,Durrës,-33.7343249,18.9614408
1097,Honduras,Lempira,14.45484205,-88.61769689942915
1098,Indonesia,East Kalimantan,0.7884397,116.2419977
1099,China,Gansu,38.0000001,101.9999999
1100,Trinidad and Tobago,Port of Spain,10.6572678,-61.5180173
1101,Spain,Molise,41.684672,14.595614
1102,Philippines,Western Visayas,10.67295935,122.72299087286851
1103,France,Lorraine,48.71557405,6.142460196100687
1104,Viet Nam,Gia Lai,13.7964067,108.2608263
1105,Turkey,Diyarbakır,,
1106,Chile,Nueva Esparta,10.9645415,-64.09754466198463
1107,,Khomas,-22.9082553,17.09198004041758
1108,Turkey,Malatya,38.3483098,38.3178715
1109,Peru,Arequipa,-16.3988667,-71.5369607
1110,Thailand,Surat Thani,9.4674663,98.830042
1111,Argentina,Chubut,-43.7128356,-68.7461817
1112,Chile,Los Lagos Region,-42.300844,-73.105387
1113,Malaysia,Negeri Sembilan,2.7831895,102.1925319
1114,Italy,Rajshahi Division,24.4611511,88.6888703
1115,"Iran, Islamic Republic of",Yazd,32.0406164,54.6657189
1116,India,Sai Kung,22.3822489,114.2728277
1117,Brazil,Sergipe,-10.6743911,-37.3773519
1118,Philippines,Soccsksargen,6.6052578,124.48994400286716
1119,Algeria,Constantine,36.364519,6.60826
1120,Latvia,Kuldīgas novads,,
1121,Spain,La Rioja,42.2814642,-2.482804975070473
1122,Morocco,Grand Casablanca,11.9359597,79.8313302
1123,"Iran, Islamic Republic of",Gīlān,40.7144867,-73.9462336
1124,Russian Federation,Orel Oblast,52.9685433,36.0692477
1125,Indonesia,South Sulawesi,-3.6446718,119.9471906
1126,Argentina,La Pampa,-37.2314643,-65.3972948
1127,Peru,Cusco,-13.5170887,-71.9785356
1128,United States,Cayo,16.94779405,-88.89088792620106
1129,Portugal,Castelo Branco,39.97675825,-7.446059929966704
1130,Argentina,Corrientes,-28.5912315,-57.9394658
1131,United States,Villa Clara,22.70361185,-79.69449684142177
1132,Lithuania,Panevėžys,,
1133,Colombia,Quindío,,
1134,Indonesia,Gorontalo,0.7186174,122.4555927
1135,Nigeria,Kogi,7.7949602,6.6868669
1136,Costa Rica,Cartago,9.81589045,-83.69430288751238
1137,United States,Rota,36.6228636,-6.3599595
1138,Tunisia,Sūsah,17.9036287,-62.811568843006896
1139,,Mitrovica,42.8790424,20.8657862
1140,United States,Al Batinah South,,
1141,"Taiwan, Province of China",Taipei,25.0375198,121.5636796
1142,United Arab Emirates,Sharjah,25.3461498,55.4210633
1143,Latvia,Luxembourg,49.8158683,6.1296751
1144,Morocco,Fès-Meknès,,
1145,United States,Manchester,53.4794892,-2.2451148
1146,Hungary,Vas,47.1371935,16.780898
1147,Romania,Bistriţa-Năsăud,,
1148,Estonia,Ida-Virumaa,59.2092914,27.413023852847708
1149,Albania,Vlorë,40.45107385,19.49510730541237
1150,Hungary,Veszprém,,
1151,Turkey,Denizli,37.7733197,29.0869273
1152,Lao People's Democratic Republic,Vientiane Prefecture,18.120497999999998,102.65048773310687
1153,Nigeria,Dhamār,52.1284578,6.0123933
1154,Uzbekistan,Namangan,41.0036287,71.2611952
1155,Mexico,Nayarit,21.8438765,-104.87148535201122
1156,United States,Ma’an,30.2,35.7333329
1157,United States,Phang Nga,8.5058295,98.5680335
1158,Viet Nam,Trà Vinh,10.203139,106.21537
1159,"Tanzania, United Republic of",Dar es Salaam,-6.8160837,39.2803583
1160,Nigeria,Zamfara,12.0078998,6.4191432
1161,Guatemala,Escuintla,14.1920487,-91.02804305753845
1162,China,Hebei,39.0000001,116.0
1163,Azerbaijan,Xızı,-22.86083675,-43.40660760295226
1164,Germany,Rankovce,48.809834,21.4596444
1165,Morocco,Oriental,33.3202138,-2.4238471
1166,Costa Rica,Guanacaste,10.378844050000001,-85.43382874573226
1167,India,Haut-Uele,2.7936527,27.6435943
1168,Gambia,Banjul,13.4410165,-16.56275092072591
1169,Latvia,Cēsu Rajons,55.75658555,38.34974401697768
1170,United States,Khmelnytskyy Oblast,,
1171,Togo,Maritime,6.53703405,1.244338916227091
1172,Peru,La Libertad,-8.0,-78.5
1173,Croatia,San Fernando,36.4643934,-6.198203
1174,Turkey,Sakarya,40.7795743,30.400376
1175,New Caledonia,South Province,-22.182112150000002,166.5410880406257
1176,China,Sha Tin,22.3835565,114.1899848
1177,Croatia,Dubrovačko-Neretvanska,,
1178,Chile,Coquimbo Region,-30.7546652,-70.9005536
1179,Ukraine,Transcarpathia,48.211218900000006,22.64866073351834
1180,Luxembourg,Panamá Oeste,,
1181,South Africa,Gangwon-do,37.885,127.7297
1182,Brazil,Woqooyi Galbeed,9.9275021,44.4247057
1183,Montenegro,Bar,48.4088704,7.4492808
1184,Algeria,Sétif,48.11839165,-96.17518555452361
1185,South Africa,Mpumalanga,-26.276849,30.1500153
1186,Algeria,Annaba,36.8982165,7.7549272
1187,"Iran, Islamic Republic of",Alborz Province,35.9413239,50.7884216
1188,Sri Lanka,Northern Province,-9.4514165,30.8881001
1189,Romania,Vâlcea,,
1190,Cuba,Isla de la Juventud,21.691097550000002,-82.81558555567702
1191,Turkey,Sivas,39.4191717,37.1012388
1192,Iceland,Northeast,21.928672050000003,105.98637605162554
1193,French Polynesia,Îles du Vent,46.2029456,4.727418126420455
1194,Thailand,Chon Buri,13.1857117,101.1210777
1195,United States,Gilbert Islands,-1.2394555500000002,175.29694553869794
1196,Philippines,Margibi,6.353342,-10.469794874493516
1197,Croatia,Šibensko-Kniniska,,
1198,Croatia,Požeško-Slavonska,,
1199,Russian Federation,Altai Krai,52.5426862,82.70039562274854
1200,Nigeria,Bauchi,10.6228284,10.0287754
1201,Mozambique,Maputo City,-26.0317332,28.2025681
1202,Mali,Bamako,12.61326555,-7.984739136241295
1203,India,Mizoram,23.2146169,92.8687612
1204,Viet Nam,Thái Nguyên,,
1205,United Kingdom,East End,50.7687082,-1.4886462
1206,Slovenia,Lovrenc na Pohorju,46.5413597,15.3885739
1207,Argentina,Formosa,23.9739374,120.9820179
1208,Brazil,Amapá,41.44397705,-8.29355515
1209,Slovakia,Trnava,48.3767652,17.5858175
1210,"Taiwan, Province of China",Guizhou,27.0,107.0
1211,"Tanzania, United Republic of",Mwanza,-2.5196915,32.9014417
1212,Slovenia,Kitui,-1.5642219499999999,38.372811654368775
1213,China,Jiangxi,28.0,116.0
1214,Norway,Buskerud,59.5435778,11.4230694
1215,Zambia,Lusaka,-15.4164488,28.2821535
1216,United States,Atsimo-Atsinanana,-23.22352375,47.28351755280973
1217,India,Meghalaya,25.5379432,91.2999102
1218,Egypt,South Sinai,28.64495635,33.87113129565117
1219,United States,North Bank,13.473128299999999,-16.13343591184462
1220,Dominican Republic,San Cristóbal,,
1221,Georgia,Achara,24.9266158,74.6742117
1222,India,Nagaland,26.1630556,94.5884911
1223,France,Lâm Đồng,-34.52815235,-58.551160344855596
1224,Lithuania,Siauliai,55.9340823,23.3157775
1225,,Karas,-26.8752094,17.7634818
1226,"Venezuela, Bolivarian Republic of",Lara,10.072965,-70.02503361672419
1227,United Kingdom,Westmoreland,39.392991,-96.412993
1228,Albania,Shkodër,,
1229,Dominican Republic,La Altagracia,18.5823788,-68.6587525
1230,France,Ouest,5.5211184,10.6528684
1231,Slovenia,Šenčur,46.6800107,8.2087468
1232,New Zealand,Hawke's Bay,-39.52565115,176.7611456576855
1233,United States,Borno,45.9473303,10.2064036
1234,Kenya,Busia,0.39171029999999996,34.01601353436425
1235,Chile,Biobío,,
1236,United States,Loíza,44.1833494,0.310809525621239
1237,Nigeria,Anambra,6.2183136,6.9531842
1238,Japan,Gifu,35.7867449,137.0460777
1239,Bahamas,New Providence,25.1943588,-77.29532966890318
1240,Eswatini,Lubombo,-26.55452,31.86191156647494
1241,Iraq,Rif-dimashq,33.5,37.75
1242,Russian Federation,Kirov,58.6035661,49.6666241
1243,Nicaragua,Masaya,12.0008289,-86.0513672
1244,Lebanon,Liban-Nord,52.1036959,8.3021255
1245,France,West Sulawesi,-2.4974546,119.3918955
1246,Canada,St. James,43.9824577,-94.6269181
1247,Mozambique,Nampula,-14.966969,39.2707752
1248,Greece,North Aegean,38.0152331,23.8157224
1249,Turkey,Konya,37.8725487,32.4942749
1250,United Kingdom,Saint Croix Island,45.1283672,-67.1335688999232
1251,Slovenia,Lenart,46.5760851,15.8312836
1252,Tunisia,Şafāqis,,
1253,France,Kayin,17.1863135,97.7499316
1254,Malaysia,Putrajaya,2.9140567,101.6838531
1255,United States,GrandʼAnse,18.5304144,-74.1511463
1256,"Iran, Islamic Republic of",Bushehr,28.8936645,51.3204877
1257,Canada,Sint Eustatius,17.5085293,-62.995421926129886
1258,Indonesia,Benguela,-12.9104657,14.0356608
1259,Slovenia,Radovljica,46.343509,14.1720227
1260,Argentina,Catamarca,-27.1910825,-67.105374
1261,United States,Caguas,18.2345399,-66.0351316
1262,Croatia,Maluku,-3.4591431999999998,126.65622927105376
1263,Costa Rica,Heredia,10.376781300000001,-84.01397213865732
1264,Spain,Salamat,10.7575596,20.6934116
1265,Mexico,Arica y Parinacota,-18.5713496,-69.7884774
1266,Slovenia,Ravne na Koroškem,,
1267,France,Diyālá,33.8459221,-117.8430612
1268,Mexico,Lumbini Province,28.0995507,82.52192934747691
1269,Argentina,Jujuy,-23.3161458,-65.7595288
1270,Canada,Olancho,14.821102799999998,-85.9549881416508
1271,Mexico,Tlaxcala,19.416667,-98.166667
1272,Indonesia,North Kalimantan,3.0235817,116.2049306
1273,Austria,Kankan,10.6248355,-9.3175166
1274,Egypt,Ismailia,30.3671977,32.1565462
1275,Puerto Rico,Fajardo,18.3278026,-65.65618322074886
1276,North Macedonia,Ohrid,41.1170203,20.8017387
1277,United States,North Chungcheong,36.6357,127.4915
1278,China,Yunnan,25.0,102.0
1279,Trinidad and Tobago,San Juan/Laventille,10.675606649999999,-61.47101539649948
1280,United States,New Valley,39.6556643,-76.137174
1281,Malta,Marsaxlokk,35.8417662,14.5448353
1282,Colombia,Boyacá,47.9551899,-2.385077
1283,United Kingdom,Central Abaco,26.52551055,-77.28381175814397
1284,Cuba,Matanzas,23.0469365,-81.5785643
1285,"Tanzania, United Republic of",Arusha,-3.52386665,36.8004200748534
1286,Ukraine,Chernihiv,51.272593,31.7417235
1287,Thailand,Loei,17.3158563,101.4638277
1288,Pakistan,Azad Kashmir,33.84412,73.796642
1289,Chile,Region of Magallanes,14.54194275,121.01934402399544
1290,Cameroon,South-West,2.744714,43.93193061945837
1291,Germany,Hanover,52.3744779,9.7385532
1292,Pakistan,N’Djaména,,
1293,Puerto Rico,Quebradillas,18.473687,-66.938211
1294,North Macedonia,Kochani,41.9211332,22.4114182
1295,Mexico,San Luis Potosí,47.1224313,4.5287856
1296,Nigeria,Osun,7.5484047,4.4978307
1297,Russian Federation,Khánh Hòa,,
1298,Colombia,Cundinamarca,5.1096596,-74.0995854
1299,Russian Federation,Leningradskaya Oblast',48.7314781,40.3596863
1300,United States,Sud,2.7497556,11.4860732
1301,Bulgaria,Pernik,42.628442,22.882311866811484
1302,France,Slovenj Gradec,46.509144,15.0790677
1303,Bulgaria,Smolyan,41.623563000000004,24.591386905325443
1304,Ukraine,Kiev,50.4500336,30.5241361
1305,Chile,Ñuble,42.7439343,16.825684
1306,Kenya,Uasin Gishu,0.4771938,35.30505973699228
1307,Algeria,Skikda,36.75451150000001,6.885625492591183
1308,Japan,Lənkəran,,
1309,United States,Bamyan,34.75,67.25
1310,Uzbekistan,Samarqand,39.6550017,66.9756954
1311,Zambia,Copperbelt,-13.0214171,27.8876177
1312,Côte d'Ivoire,Abidjan,5.320357,-4.016107
1313,Iraq,Bābil,48.6578667,8.1666839
1314,United Kingdom,East Berbice-Corentyne,3.8969445,-58.141151871769
1315,India,Dadra and Nagar Haveli and Daman and Diu,20.718174949999998,70.93238341010638
1316,Romania,Brăila,50.8041999,113.5801786
1317,Thailand,Attapu,14.79073,107.10083175209198
1318,Tunisia,Ariana,36.968573500000005,10.121985506329507
1319,United States,Ghazni,33.3149631,67.828989
1320,Uruguay,Cerro Largo,-28.147498,-54.7383681
1321,Liechtenstein,Vaduz,47.1392862,9.5227962
1322,Nigeria,Edo,6.6076575,5.9722713
1323,United States,Saint Catherine,18.047173700000002,-77.03338518903325
1324,Kazakhstan,North Kazakhstan,52.2983443,76.945378
1325,Denmark,Avannaata,74.96134359999999,-51.85824937385934
1326,Ecuador,Manabí,13.859809,44.214934
1327,North Macedonia,Kumanovo,42.1359459,21.7177635
1328,Turkey,Bolu,40.6212099,31.6460259
1329,Hungary,Bács-Kiskun,,
1330,Afghanistan,Kabul,34.5260109,69.1776838
1331,Malaysia,An Najaf,32.0010227,44.3299926
1332,Algeria,Jijel,36.72921875,5.960777606253644
1333,Mauritius,Plaines Wilhems,-20.29976155,57.49486687145259
1334,"Venezuela, Bolivarian Republic of",Aragua,10.0,-67.166667
1335,Viet Nam,Vĩnh Long,20.9509014,107.0792384
1336,Romania,Alba,56.7861112,-4.1140518
1337,Oman,Az̧ Z̧āhirah,14.3855729,43.8260569
1338,Mauritius,Port Louis,-20.1624522,57.5028044
1339,Pakistan,Gilgit-Baltistan,35.9999972,75.0000023
1340,Iraq,Perlis,6.4868392,100.2577623
1341,India,Lakshadweep,10.8132489,73.6804620941119
1342,"Venezuela, Bolivarian Republic of",Mérida,36.2673551,2.7532454
1343,Chile,Tarapacá,,
1344,Canada,Mogilev,53.9090245,30.3429838
1345,Andorra,Andorra la Vella,42.5069391,1.5212467
1346,"Moldova, Republic of",Ungheni,46.4834798,24.4574193
1347,United States,St Ann,38.72814435,-90.38790815533517
1348,Peru,Cajamarca,-6.25,-78.833333
1349,Israel,Hormozgan,27.7198095,56.335807
1350,Viet Nam,Thừa Thiên-Huế,,
1351,Egypt,Qalyubia,30.33362925,31.22135686416373
1352,Thailand,Buriram,14.9955693,103.1079187
1353,Mexico,Tinian,35.8400206,-107.326157
1354,Estonia,Pärnumaa,,
1355,Nigeria,Kwara,8.8367891,4.6688487
1356,Brazil,Tambacounda,13.8301533,-13.0891759
1357,Slovenia,Novo Mesto,45.8040475,15.1696684
1358,"Tanzania, United Republic of",Zanzibar Urban/West,-6.1653854,39.2386951
1359,Malaysia,Kelantan,5.4021302,102.0635972
1360,Eswatini,Manzini,-26.4958706,31.3695887
1361,United States,San Lorenzo,42.3832108,9.287966
1362,France,Andrijevica,42.7339909,19.7915337
1363,Turkmenistan,Ashgabat,37.9404648,58.3823487
1364,Mali,Tombouctou,16.7719091,-3.0087272
1365,United States,Kasai-Central,-5.9046896,21.4334417
1366,"Korea, Democratic People's Republic of",Pyongyang,39.0167979,125.7473609
1367,Peru,Ancash,-9.5,-77.75
1368,United States,Barima-Waini,7.7461459999999995,-59.712218560970065
1369,United Kingdom,Trelawny,18.368064500000003,-77.60440861043406
1370,Russian Federation,Ar-Raqqah,35.949678,39.0089212
1371,Romania,Hunedoara,45.7958547,22.944483784106403
1372,Madagascar,Anseba,16.5000101,37.5000048
1373,Bangladesh,Barisāl,51.931861,4.485135
1374,Rwanda,Kigali,-1.950851,30.061507
1375,"Congo, The Democratic Republic of the",Kajiado,-2.12171705,36.78625503675998
1376,Latvia,Valmiera,57.5389148,25.4261688
1377,Bulgaria,Gabrovo,42.9638895,25.211953846464205
1378,United States,Khowst,33.4014634,69.8912294
1379,France,Chuuk,7.4393793,151.8515538
1380,Argentina,'Asir Region,19.166667,43.166667
1381,Lesotho,Maseru,-29.310054,27.478222
1382,Viet Nam,Nugaal,8.1666667,49.0
1383,Mozambique,Sofala,-19.0771666,34.7164804
1384,Peru,Piura,-5.0,-80.333333
1385,Turkey,Kayseri,38.6582232,35.5546374
1386,Colombia,Risaralda,5.2102948,-75.9842236
1387,United States,Hidalgo,20.5,-99.0
1388,Russian Federation,Astrakhan,46.3498308,48.0326203
1389,United States,Jeollabuk-do,35.8198999,127.109
1390,Bangladesh,Mymensingh Division,24.8386014,90.41126950462677
1391,Romania,Gorj,44.961167450000005,23.325679902293135
1392,France,Pahang,3.6168822,102.5994547
1393,United States,Masvingo,-20.307118600000003,30.88137696875768
1394,Kuwait,Hawalli,29.32287695,48.11628897398228
1395,Lebanon,Mont-Liban,45.7636532,4.832709
1396,Portugal,Évora,63.1304959,22.250699
1397,Indonesia,Saga,33.2185408,130.1296585
1398,North Macedonia,Radovish,41.639832,22.4645893
1399,Brazil,Pohnpei,6.88704675,158.24061376394383
1400,Uzbekistan,Xorazm,41.2902835,60.5428537
1401,Maldives,Seenu,-0.58900135,73.22728070078094
1402,Ukraine,Luhansk,49.2724587,38.9150477
1403,South Africa,Uva,52.3685848,4.8902006
1404,Guam,Ulsan,35.5391697,129.3119136
1405,Sri Lanka,North Western,7.9745867,79.97200526412345
1406,Romania,Caraş-Severin,45.404708,22.546903623080034
1407,United States,Oromiya,7.6721644,40.0299727
1408,Japan,Niigata,37.6452283,138.7669125
1409,Portugal,Bragança,54.3573332,-7.0754975
1410,Viet Nam,Bà Rịa-Vũng Tàu,,
1411,United States,The Valley,51.48645995,0.03646254627465953
1412,Russian Federation,Yamalo-Nenets,67.1471631,74.3415488
1413,Italy,Ituri,2.1015973,29.055973761025278
1414,Yemen,Aden,12.833333,44.916667
1415,United States,Koulikoro,13.48200225,-7.616857001709825
1416,Hong Kong,Eastern,1.1787184,38.6025801
1417,Belgium,West Macedonia,5.7299805,-0.3124036
1418,Canada,Ŏtâr Méanchey,,
1419,Tunisia,Kairouan,35.6710101,10.10062
1420,Nigeria,Cross River,5.8671966,8.5204774
1421,Montenegro,Budva,42.2885656,18.8419505
1422,Iraq,Arbīl,-6.8060196,-79.88240945056586
1423,United States,Mondolkiri,,
1424,India,Demir Hisar,41.2352242,23.3894663
1425,Slovenia,Koper-Capodistria,45.5479864,13.7304781
1426,United States,South Sumatra,-3.1266842,104.0930554
1427,Russian Federation,Chechnya,43.3976147,45.6985005
1428,Libya,Banghāzī,,
1429,Turkey,Isparta,37.9465412,30.9602093
1430,Portugal,Guarda,40.70458035,-7.195120796863068
1431,Indonesia,Riau,0.5004112,101.5475811
1432,French Polynesia,Îles Tuamotu-Gambier,-18.774818500000002,-138.82313276302597
1433,Russian Federation,Dagestan,43.0883099,47.14988017944228
1434,Romania,Sălaj,22.297933200000003,103.7559824312469
1435,Nigeria,Plateau,9.0583446,9.6826289
1436,United States,Oran,35.7032751,-0.6492976
1437,Malaysia,Mubārak al Kabīr,,
1438,Finland,Odranci,46.5867444,16.2762663
1439,Romania,Călăraşi,47.5618167,-0.3084328
1440,"Venezuela, Bolivarian Republic of",Monagas,9.34473745,-63.15756329806089
1441,Australia,Port Glaud,-4.66406,55.4177606
1442,Botswana,South-East,18.2973566,-72.3745698
1443,Finland,Kainuu,64.59871765,28.30020630569677
1444,United States,Capellen,49.645432,5.977324703945579
1445,Cabo Verde,São Vicente,9.8986137,-83.9730992
1446,"Korea, Republic of",Gwangju,35.1595775,126.8515089
1447,Congo,Brazzaville,-4.2694407,15.2712256
1448,Azerbaijan,Sumqayit,40.5961666,49.6695971
1449,India,Kouilou,-4.32821095,11.91668049902383
1450,Indonesia,Al Hudaydah,14.7978677,42.9544872
1451,Sudan,Upper Nile,9.0,33.0
1452,Tajikistan,Dushanbe,38.5425835,68.81521423589763
1453,Norway,Oppland,64.337567,10.8646997
1454,Slovenia,Ilirska Bistrica,45.5636618,14.2453318
1455,Japan,Shiga,35.204803,136.2641175
1456,North Macedonia,Gostivar,41.7920222,20.9081703
1457,Nicaragua,Granada,37.1734995,-3.5995337
1458,Egypt,Debub Gonder,,
1459,Portugal,Vila Real,39.9372616,-0.1004465
1460,Nicaragua,León,43.6750153,4.1326684
1461,Kenya,Kiambu,-1.03207695,36.815686702129064
1462,Japan,Mie,34.7339685,136.5154489
1463,Turkey,Rize,41.0248249,40.5199142
1464,Russian Federation,Transbaikal Territory,,
1465,Algeria,Batna,35.3384291,5.731545299000572
1466,Switzerland,Obwalden,46.8613857,8.2067825
1467,Thailand,Pathum Thani,14.048667,100.5640405
1468,Liechtenstein,Mauren,47.2196512,9.5418065
1469,Egypt,Suez,29.974498,32.537086
1470,Russian Federation,Novgorod Oblast,58.2843833,32.5169757
1471,Malta,In-Naxxar,35.9133396,14.4432851
1472,Thailand,Kamphaeng Phet,16.4183581,99.6111616
1473,Tajikistan,Sughd,39.3548602,68.8268012
1474,Colombia,Departamento de Arauca,7.0836799,-70.74643257298416
1475,Mexico,Morelos,18.75,-99.0
1476,Peru,Ica,-14.338611,-75.648333
1477,Russian Federation,Amur Oblast,52.8032368,128.437295
1478,"Taiwan, Province of China",Upper East,49.0006634,8.420777251205465
1479,Georgia,Kvemo Kartli,41.5113299,44.58861652920161
1480,Tunisia,Gafsa,34.43367,8.79079875204918
1481,Brazil,Atacama,-27.5571783,-70.0156882
1482,Lithuania,Utena,55.4984381,25.6025772
1483,Croatia,Varaždinska,,
1484,Russian Federation,Kurgan Oblast,55.51707765,65.45906580229595
1485,Indonesia,Lampung,-4.8555039,105.0272986
1486,Bhutan,Thimphu,27.4713546,89.6336729
1487,Indonesia,South Kalimantan,-2.9285686,115.3700718
1488,Kenya,Nakuru,-0.29811225,36.152748596020565
1489,Nigeria,Ogun,6.9788582,3.4389293
1490,Latvia,Rēzekne,,
1491,United States,North Khorasan,37.5378855,56.9526137
1492,Turkey,Kütahya,38.182911,39.885269
1493,Panama,Bocas del Toro,9.3040623,-82.12848154978464
1494,Slovenia,Rogaška Slatina,,
1495,Uganda,Eastern Region,23.3036077,50.1258804
1496,United States,Koror,7.343275,134.4766767
1497,Dominican Republic,Samaná,43.2352,0.72082
1498,Argentina,San Luis,-33.2762202,-65.9515546
1499,France,Micoud,13.8267684,-60.9428045669503
1500,India,Sikkim,27.601029,88.45413638680145
1501,France,Djibouti,11.8145966,42.8453061
1502,France,Louga,15.2401304,-15.3441834
1503,Japan,Wakayama,34.234617,135.1782181
1504,Turkmenistan,Mary,37.1302916,62.4019513
1505,United States,Chukotka,66.0006475,169.4900869
1506,Turkey,Hatay,36.2024887,36.1602761
1507,Hungary,Szabolcs-Szatmár-Bereg,,
1508,Nigeria,Kaduna,10.3825318,7.8533226
1509,United Kingdom,Musandam,25.999736,56.2498627
1510,Egypt,Sohag,26.547748,31.699263
1511,United States,Aguadilla,18.449655149999998,-67.11847643508234
1512,Peru,Lambayeque,-6.333333,-80.0
1513,Lao People's Democratic Republic,Louangphabang,20.2115415,102.612684
1514,Algeria,Tizi Ouzou,36.69979055,4.05510533326087
1515,Chile,La Unión,14.8929104,-87.5873131
1516,United States,Sud-Ubangi,3.2559459,19.7483787
1517,United States,Meru,-3.3253383000000003,36.90436132877197
1518,Indonesia,Aceh,4.3685491,97.0253024
1519,Kenya,Nandi,0.22539325,35.124492921854724
1520,Slovenia,Brežice,51.1447897,5.5984641
1521,Chile,Sveti Jurij v Slovenskih Goricah,46.6133355,15.79741405671801
1522,Iraq,Sulaymaniyah,35.5570501,45.4425963
1523,Guatemala,Suchitepeque,,
1524,Sweden,Svalbard,78.7198519,20.3493328
1525,France,Kumamoto,32.6450475,130.6341345
1526,Mexico,Campeche,19.330194,-89.94351380117641
1527,United States,Kano,11.8948389,8.5364136
1528,Romania,Botoşani,,
1529,Malta,L-Imsida,35.8956943,14.4891829
1530,Finland,Kanta-Häme,,
1531,Hong Kong,Tsuen Wan,22.3716605,114.1134699
1532,Indonesia,Central Kalimantan,-1.499583,113.2903307
1533,Canada,Atlántida,,
1534,Peru,Ayacucho,-14.0,-74.0
1535,Lebanon,Al Batinah North,23.77,57.25
1536,Turkey,Kırıkkale,,
1537,Italy,Southeast Sulawesi,-3.5491199,121.7279646
1538,Algeria,Sidi Bel Abbès,,
1539,Romania,Teleorman,44.06812915,25.186531663225598
1540,Turkey,Giresun,40.9174453,38.3847864
1541,Uruguay,Paysandú,,
1542,Morocco,Drâa-Tafilalet,,
1543,France,Western Equatoria,5.5381215,29.149511751206177
1544,Kazakhstan,Qostanay,53.2146604,63.632607
1545,Puerto Rico,Aguada,6.162366,-73.5215686
1546,Peru,Moquegua,-16.833333,-70.916667
1547,Thailand,Ratchaburi,13.6317897,99.3558216
1548,Algeria,Blida,36.4701645,2.8287985
1549,Slovenia,Velenje,46.3592869,15.1150301
1550,Serbia,Gjilan,42.463515,21.4693599
1551,United States,Syunik,39.3281408,46.1530296
1552,Thailand,Nakhon Pathom,13.8918425,100.0165659
1553,Turkey,Uşak,64.8158905,-147.8458387
1554,United States,Grand Kru,6.2349331,-10.3107511
1555,"Moldova, Republic of",Bălţi,46.9518625,7.7794789
1556,Malawi,Southern Region,-15.30637685,35.32814794075438
1557,Croatia,Slavonski Brod-Posavina,45.1665803,18.0121385
1558,Mexico,Hormigueros,18.132468850000002,-67.11391881560841
1559,Brazil,Acre,32.9281731,35.0756378
1560,Georgia,Abkhazia,43.1500226,41.2299786
1561,United States,Flacq,-20.221731249999998,57.72234951618523
1562,Iraq,Salah ad Din,34.376222,43.6446504
1563,Sri Lanka,North Central,8.28269675,80.48487080048955
1564,Kazakhstan,Abşeron,36.995453999999995,49.91507367317472
1565,United States,Saipan,15.1909825,145.746743003024
1566,San Marino,San Marino,43.9458623,12.458306
1567,United States,Melaky,-17.75414815,44.979005166593346
1568,Philippines,Caraga,9.2471392,125.85395915843998
1569,Thailand,Trang,7.5892935,99.5032004
1570,Nigeria,Enugu,6.5536094,7.4143061
1571,Turkey,Karabük,52.3941667,173.6083333
1572,Egypt,Port Said,31.263235,32.305505
1573,Algeria,El Oued,33.215441,7.155321399098325
1574,Belarus,Minsk,53.9024716,27.5618225
1575,United Kingdom,Quảng Nam,29.4239516,90.912911
1576,India,Paro,27.486577099999998,89.37286905574244
1577,Argentina,Duarte,19.243456,-70.087743
1578,Dominican Republic,San Pedro de Macorís,,
1579,Turkey,Afyonkarahisar,38.6852729,30.6427411
1580,United States,Guadalcanal,-9.59842095,160.1485117018448
1581,Thailand,Suphanburi,14.6777,100.0350785
1582,United States,Anse-la-Raye,13.9146642,-61.00774715497347
1583,Russian Federation,Khakasiya Republic,53.7186216,91.4618681
1584,Peru,Tacna,-18.0138521,-70.2511614
1585,Uzbekistan,Fergana,40.3983651,71.78755737387597
1586,United States,Quảng Trị,,
1587,Russian Federation,Adygeya Republic,45.0247666,38.9331639
1588,"Iran, Islamic Republic of",Ardabīl,35.27,59.4361111
1589,United States,Huambo,-12.6076318,15.7411039
1590,Philippines,Mimaropa,13.0152201,121.40641830505142
1591,Turkey,Niğde,27.9408605,102.5269802
1592,Algeria,Saida,33.5618345,35.3780338
1593,Saudi Arabia,Al-Qassim Region,26.1942235,43.4565711
1594,Italy,Tukuma novads,56.97174925,22.99746330752139
1595,French Guiana,Guyane,4.0039882,-52.999998
1596,"Iran, Islamic Republic of",South Khorasan Province,33.129577,58.1065069
1597,Algeria,Ouargla,30.9980145,6.766453639443059
1598,Ethiopia,Amhara,11.5,38.5
1599,Czechia,Pastaza,-1.916667,-77.0
1600,Turkey,Tekirdağ,,
1601,France,Daykundi,33.725113,66.2196554
1602,United States,Upper Demerara-Berbice,5.5612677,-58.15415202004436
1603,Costa Rica,Limón,-11.9827434,-77.0586044
1604,Colombia,Meta,3.5000086,-73.0000086
1605,Viet Nam,Haiphong,20.858864,106.6749591
1606,France,Malanje,-9.535332,16.9364293
1607,Viet Nam,Ninh Thuận,10.850616,106.7543315
1608,United States,Central Equatoria,5.0,31.5
